,PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,Transported,Deck,Number,Side,Surname,TotalSpending
463,0503_01,2,0,2,10,0,1,5,90,1,744,0
464,0503_02,2,0,2,43,0,0,5,90,1,744,1897
465,0503_03,2,0,2,42,0,0,4,31,1,744,1297
466,0504_01,1,1,0,18,0,1,1,19,1,2077,0
467,0504_02,1,1,0,54,0,1,1,19,1,2077,0
468,0504_03,1,1,2,24,0,1,1,19,1,2077,0
469,0504_04,1,0,2,64,0,0,1,19,1,2077,2901
470,0504_05,1,1,0,18,0,1,1,19,1,2077,0
471,0504_06,0,1,0,53,0,1,1,19,1,2077,0
472,0506_01,2,1,2,23,0,1,5,91,1,87,0
473,0507_01,0,0,2,39,0,1,6,74,1,1255,0
474,0510_01,1,0,2,59,0,1,2,16,0,1856,16844
475,0512_01,1,0,0,32,0,1,3,18,1,1398,5936
476,0512_02,1,1,2,55,0,1,3,18,1,1398,0
477,0513_01,0,1,1,21,0,1,6,78,0,185,0
478,0515_01,1,1,2,50,0,1,1,20,1,2002,0
479,0516_01,1,0,0,55,0,0,0,6,1,651,5022
480,0517_01,0,0,2,27,0,0,5,109,0,1134,1521
481,0518_01,0,1,2,35,0,1,5,92,1,1484,0
482,0519_01,0,1,2,27,0,1,6,77,1,690,0
483,0520_01,0,0,2,55,0,0,6,78,1,1270,62
484,0521_01,0,0,2,23,0,1,4,32,1,1011,302
485,0522_01,0,0,2,42,0,0,4,33,0,1480,906
486,0523_01,0,0,2,35,0,1,4,33,1,1102,2505
487,0525_01,0,1,2,47,0,1,8,82,2,1331,0
488,0527_01,2,0,0,27,0,0,5,93,1,1950,1190
489,0527_02,2,1,2,34,0,1,5,93,1,1950,0
490,0528_01,1,0,2,46,0,0,2,17,0,1952,11141
491,0529_01,0,1,1,26,0,0,6,81,0,1809,0
492,0531_01,0,1,0,1,0,0,6,82,0,21,0
493,0531_02,0,1,0,27,0,1,6,82,0,21,0
494,0533_01,2,0,2,33,0,0,3,21,0,1947,961
495,0534_01,1,0,2,34,0,0,1,23,0,1477,8476
496,0534_02,1,0,2,49,0,0,1,23,0,1477,5863
497,0537_01,0,0,2,22,0,0,6,83,0,1916,677
498,0538_01,0,0,2,28,0,1,5,110,0,1993,1078
499,0539_01,1,1,2,27,0,1,2,18,0,1391,0
500,0539_02,1,1,0,36,0,1,2,18,0,1391,0
501,0539_03,0,1,0,30,0,1,2,18,0,1391,0
502,0539_04,1,1,2,49,0,1,2,18,0,1391,0
503,0539_05,1,0,2,38,0,0,2,18,0,1391,7268
504,0540_01,2,1,2,31,0,1,5,95,1,464,0
505,0540_02,0,0,2,17,0,0,5,95,1,464,1532
506,0542_01,0,0,2,26,0,0,6,84,0,1302,887
507,0545_01,0,0,2,23,0,0,5,111,0,1823,740
508,0546_01,0,0,0,24,0,0,5,96,1,1934,2459
509,0547_01,0,0,2,23,0,0,5,97,1,2148,865
510,0548_01,0,0,2,24,0,1,4,36,1,2153,791
511,0549_01,2,0,1,32,0,1,3,19,1,2144,919
512,0549_02,2,1,2,43,0,1,5,98,1,2144,0
513,0550_01,0,0,2,23,0,1,5,99,1,414,787
514,0551_01,0,0,2,42,0,0,6,80,1,229,849
515,0552_01,1,1,0,29,0,1,2,21,1,239,0
516,0553_01,1,1,2,40,0,1,2,19,0,2094,0
517,0553_02,1,0,2,37,0,1,2,19,0,2094,7270
518,0555_01,1,1,0,61,0,1,2,20,0,877,0
519,0555_02,1,0,2,33,0,0,2,20,0,877,2691
520,0556_01,0,0,2,19,0,1,5,100,1,1659,1448
521,0559_01,0,0,1,21,0,0,5,102,1,924,671
522,0560_01,0,0,2,4,0,0,6,81,1,1013,0
523,0560_02,0,0,1,12,0,1,6,81,1,1013,0
524,0560_03,0,0,2,44,0,1,5,103,1,1100,1839
525,0561_01,0,0,2,22,0,0,6,82,1,722,774
526,0563_01,2,0,0,33,0,0,5,114,0,1535,1905
527,0564_01,1,1,0,32,0,1,1,24,0,589,0
528,0564_02,1,1,2,28,0,1,1,24,0,589,0
529,0564_03,1,0,2,28,0,0,1,24,0,589,5461
530,0565_01,2,0,2,31,0,0,5,115,0,192,1309
531,0566_01,2,1,2,13,0,1,4,37,1,1333,0
532,0567_01,0,1,2,14,0,1,6,83,1,1380,0
533,0568_01,1,0,2,33,0,0,3,20,1,85,1946
534,0568_02,1,1,0,27,0,1,3,20,1,85,0
535,0569_01,0,0,2,23,0,1,5,116,0,1305,644
536,0570_01,1,0,2,36,1,1,2,22,1,2048,6634
537,0571_01,1,1,0,22,0,1,2,21,0,1462,0
538,0571_02,1,1,2,19,0,0,2,21,0,1462,0
539,0571_03,1,1,2,42,0,1,2,21,0,1462,0
540,0571_04,1,1,2,30,0,1,2,21,0,951,0
541,0571_05,1,1,0,16,0,1,2,21,0,1462,0
542,0571_06,1,0,2,55,0,0,2,21,0,1462,4924
543,0571_07,1,1,2,55,0,1,2,21,0,1462,0
544,0572_01,0,0,2,19,0,0,5,105,1,1166,2786
545,0573_01,0,0,2,27,0,0,5,117,0,578,902
546,0575_01,1,1,2,18,0,1,4,34,0,213,0
547,0576_01,0,0,2,21,0,0,5,107,1,963,735
548,0577_01,0,0,2,65,0,0,6,86,0,990,626
549,0579_01,0,0,2,55,0,1,5,108,1,2051,880
550,0579_02,0,0,2,50,0,0,6,85,1,2051,233
551,0580_01,0,1,2,49,0,1,6,87,0,2119,0
552,0581_01,0,0,2,22,0,0,4,38,1,2200,788
553,0582_01,2,1,2,33,0,1,5,118,0,395,0
554,0583_01,2,1,2,3,0,1,5,109,1,660,0
555,0583_02,2,1,2,0,0,1,5,109,1,660,0
556,0583_03,2,1,2,33,0,1,5,109,1,660,0
557,0585_01,2,1,2,48,0,1,5,120,0,744,0
558,0585_02,2,1,2,5,0,1,5,120,0,744,0
559,0585_03,2,0,2,23,0,0,3,22,0,744,3740
560,0586_01,1,1,2,53,0,1,3,23,0,1434,0
561,0587_01,2,0,2,18,0,0,5,121,0,2017,1688
562,0588_01,0,1,1,20,0,0,6,89,0,561,0
563,0589_01,0,0,2,23,0,0,4,35,0,918,787
564,0590_01,0,0,2,48,0,0,6,90,0,283,1777
565,0591_01,0,1,1,19,0,0,6,86,1,1257,0
566,0593_01,2,0,2,27,0,0,3,24,0,1156,2383
567,0594_01,0,0,0,9,0,0,6,87,1,734,0
568,0594_02,0,0,2,24,0,0,4,39,1,734,787
569,0596_01,2,0,2,46,0,1,5,123,0,837,2598
570,0597_01,0,1,2,23,0,1,6,91,0,1722,0
571,0597_02,0,1,2,21,0,0,6,91,0,1722,0
572,0598_01,0,1,2,19,0,0,6,89,1,269,0
573,0599_01,2,0,2,0,0,1,5,124,0,517,0
574,0599_02,2,0,2,4,0,1,5,124,0,517,0
575,0599_03,2,0,2,26,0,0,5,124,0,517,1428
576,0599_04,2,1,2,9,0,1,5,124,0,517,0
577,0600_01,1,0,2,24,0,1,2,23,1,1459,5013
578,0602_01,2,1,2,24,0,1,5,125,0,253,0
579,0602_02,2,0,2,25,0,0,4,36,0,253,0
580,0602_03,2,1,2,21,0,1,5,125,0,253,0
581,0603_01,0,0,2,21,0,0,5,126,0,1791,759
582,0607_01,1,0,2,37,0,0,2,22,0,996,11140
583,0607_02,1,0,0,44,0,0,2,22,0,996,4458
584,0607_03,1,0,2,43,0,0,2,22,0,996,3085
585,0608_01,0,0,2,7,0,1,6,94,0,1716,0
586,0609_01,2,0,2,33,0,0,5,128,0,1763,258
587,0610_01,0,0,2,24,0,0,5,129,0,1590,736
588,0611_01,0,1,1,31,0,1,6,90,1,1146,0
589,0612_01,1,1,2,27,1,1,1,25,0,1661,0
590,0614_01,0,0,2,34,0,1,6,91,1,346,0
591,0615_01,0,1,2,58,0,0,6,92,1,1569,0
592,0615_02,0,0,2,7,0,1,6,92,1,981,0
593,0615_03,0,1,0,3,0,1,6,92,1,981,0
594,0618_01,0,0,0,21,0,1,6,95,0,2215,957
595,0618_02,0,0,1,21,0,0,5,131,0,2215,757
596,0619_01,1,1,2,39,0,1,2,24,1,984,0
597,0619_02,1,1,0,43,0,1,2,24,1,984,0
598,0623_01,0,1,2,22,0,1,6,93,1,806,0
599,0628_01,0,0,2,44,0,1,5,133,0,804,1319
600,0629_01,0,0,2,38,0,0,6,96,0,1583,1018
601,0630_01,2,1,2,32,0,1,5,112,1,52,0
602,0631_01,2,1,2,55,0,1,5,113,1,1831,0
603,0633_01,2,0,1,31,1,0,3,25,0,882,779
604,0634_01,0,0,2,39,0,0,5,135,0,2194,2019
605,0635_01,0,0,2,35,0,1,6,94,1,1598,1778
606,0635_02,0,0,2,37,0,0,4,43,1,1598,994
607,0636_01,0,0,0,13,0,0,5,136,0,1778,705
608,0636_02,0,0,2,21,0,0,5,136,0,1778,682
609,0637_01,2,0,2,20,0,0,4,44,1,1472,0
610,0638_01,1,1,0,20,0,1,1,28,0,842,0
611,0639_01,0,0,2,63,0,1,5,137,0,2207,1104
612,0641_01,0,0,2,36,0,0,5,114,1,2213,1979
613,0642_01,1,0,0,29,0,1,2,25,1,1131,4434
614,0642_02,1,0,0,36,0,1,2,25,1,1131,7141
615,0642_03,1,0,2,79,0,0,2,25,1,1131,2212
616,0642_04,1,1,0,30,0,1,2,25,1,1131,0
617,0642_05,1,1,0,30,0,1,2,25,1,1131,0
618,0643_01,2,0,2,19,0,1,5,138,0,2140,1426
619,0644_01,1,1,2,33,0,1,4,38,0,1627,0
620,0645_01,0,0,2,20,0,0,6,98,0,878,1725
621,0646_01,1,1,0,38,0,1,2,26,1,2053,0
622,0647_01,2,1,2,7,0,1,5,115,1,559,0
623,0647_02,2,1,2,58,0,1,5,115,1,559,0
624,0647_03,2,0,2,33,0,0,5,115,1,559,1192
625,0650_01,0,1,1,3,0,1,6,95,1,913,0
626,0653_01,2,0,2,39,0,1,4,45,1,1490,0
627,0655_01,2,0,2,37,0,1,4,39,0,526,947
628,0656_01,0,0,2,32,0,0,6,101,0,875,771
629,0657_01,0,0,2,28,0,1,5,117,1,2217,880
630,0657_02,0,0,2,38,0,0,6,97,1,335,884
631,0658_01,0,0,1,21,0,0,5,118,1,1089,597
632,0659_01,0,1,2,18,0,1,6,98,1,45,0
633,0660_01,0,1,2,15,0,0,6,99,1,1770,0
634,0661_01,1,0,2,44,0,0,2,23,0,2029,4588
635,0663_01,0,0,2,44,0,1,5,140,0,271,715
636,0664_01,1,0,2,36,0,0,4,46,1,534,10196
637,0665_01,0,0,2,28,0,1,5,141,0,2187,7104
638,0665_02,2,0,2,15,0,0,5,141,0,2187,1289
639,0668_01,0,0,2,45,0,0,5,142,0,2041,1583
640,0669_01,0,0,2,26,0,0,5,143,0,920,944
641,0671_01,0,1,1,46,0,1,6,102,0,1780,0
642,0672_01,0,0,2,25,0,0,6,103,0,342,786
643,0674_01,0,1,1,46,0,0,6,101,1,585,0
644,0677_01,0,1,2,15,0,0,6,102,1,1100,0
645,0678_01,0,1,2,37,0,0,6,103,1,1351,0
646,0679_01,0,0,2,20,0,0,6,104,1,1405,756
647,0680_01,0,1,1,45,0,0,6,105,0,818,0
648,0680_02,0,1,2,7,0,0,6,105,0,818,0
649,0680_03,0,1,2,5,0,0,6,105,0,326,0
650,0682_01,2,1,2,38,0,1,5,121,1,405,0
651,0683_01,2,0,2,30,0,0,5,144,0,1486,617
652,0684_01,2,0,2,27,0,1,5,145,0,464,0
653,0684_02,2,0,2,0,0,1,5,145,0,464,0
654,0684_03,2,1,2,20,0,1,5,145,0,464,0
655,0685_01,0,0,2,41,0,0,4,41,0,1192,997
656,0686_01,2,1,2,18,0,1,5,146,0,164,0
657,0686_02,2,0,2,29,1,0,3,30,0,164,3899
658,0687_01,2,0,2,19,0,0,3,23,1,462,3319
659,0688_01,2,0,2,34,0,0,4,48,1,661,2114
660,0689_01,1,1,2,36,0,1,1,25,1,1373,0
661,0690_01,2,1,2,54,0,1,5,122,1,1923,0
662,0691_01,2,0,2,19,0,0,4,49,1,1588,947
663,0691_02,2,0,2,21,0,0,5,123,1,1588,2457
664,0691_03,2,1,2,23,0,1,4,49,1,1588,0
665,0693_01,1,1,0,35,0,1,8,82,2,558,0
666,0693_02,1,0,2,34,0,0,2,27,1,558,7869
667,0696_01,0,0,2,22,0,1,6,107,1,937,881
668,0697_01,0,0,0,24,0,1,5,147,0,267,722
669,0699_01,2,1,2,18,0,1,5,126,1,1825,0
670,0699_02,2,0,0,24,0,0,3,24,1,1704,3012
671,0701_01,1,1,2,33,0,1,3,25,1,2116,0
672,0702_01,0,0,2,24,0,0,5,127,1,1809,803
673,0703_01,0,1,2,18,0,1,6,108,1,665,0
674,0704_01,0,1,2,19,0,1,6,107,0,2132,0
675,0705_01,0,0,0,43,0,1,5,149,0,1256,722
676,0707_01,0,1,2,44,0,1,6,109,1,937,0
677,0709_01,1,0,0,25,0,1,0,7,1,1334,5416
678,0709_02,1,1,0,25,0,1,0,7,1,1334,0
679,0709_03,1,1,0,23,0,1,8,82,2,1334,0
680,0710_01,2,0,2,23,0,0,4,42,0,439,2075
681,0712_01,2,0,2,20,0,0,5,150,0,57,1759
682,0712_02,2,0,2,2,0,1,5,150,0,57,0
683,0713_01,0,0,2,26,0,0,4,50,1,1921,1609
684,0714_01,0,1,1,38,0,1,6,109,0,1716,0
685,0714_02,0,0,2,1,0,0,6,109,0,1716,0
686,0714_03,0,0,2,12,0,1,6,109,0,1716,0
687,0714_04,0,1,1,2,0,0,6,109,0,1716,0
688,0714_05,0,1,1,25,0,0,6,109,0,1716,0
689,0714_06,0,1,0,1,0,1,6,109,0,1716,0
690,0714_07,0,1,0,0,0,1,6,109,0,1716,0
691,0715_01,1,0,0,54,0,1,8,82,2,2066,0
692,0718_01,0,0,2,21,0,0,4,43,0,1342,787
693,0719_01,2,0,2,19,0,0,4,44,0,1671,0
694,0724_01,0,0,1,24,0,0,5,132,1,160,2773
695,0726_01,0,1,2,20,0,0,6,111,0,713,0
696,0727_01,0,0,2,23,0,1,5,133,1,1591,646
697,0728_01,0,0,0,29,0,1,5,134,1,529,1382
698,0729_01,0,0,2,14,0,1,4,53,1,1201,788
699,0732_01,0,0,2,19,0,0,8,82,2,91,716
700,0733_01,0,0,0,23,0,0,5,153,0,910,691
701,0734_01,0,0,2,62,0,0,5,154,0,672,1553
702,0736_01,0,0,2,23,0,0,5,156,0,1253,672
703,0737_01,1,0,0,65,0,0,2,28,1,1064,873
704,0738_01,2,0,2,47,0,1,5,157,0,1602,0
705,0740_01,1,0,0,67,0,0,2,24,0,1768,3505
706,0740_02,1,1,0,14,0,1,2,24,0,1768,0
707,0740_03,1,0,2,41,0,0,2,24,0,1768,7077
708,0743_01,0,1,2,14,0,1,6,111,1,251,0
709,0746_01,0,1,2,19,0,0,6,112,1,2125,0
710,0750_01,0,0,0,22,0,0,5,140,1,1160,691
711,0753_01,1,1,2,34,0,1,0,4,0,654,0
712,0753_02,1,0,0,65,0,0,0,4,0,2217,4565
713,0753_03,1,1,0,42,0,1,8,82,2,654,0
714,0754_01,1,1,0,22,0,1,3,31,0,803,0
715,0756_01,1,1,0,54,0,1,1,27,1,12,0
716,0756_02,1,0,2,34,0,0,1,27,1,847,4636
717,0756_03,1,1,2,27,0,1,1,27,1,12,0
718,0757_01,2,0,0,67,0,0,3,33,0,2045,1179
719,0761_01,1,0,2,33,0,1,2,26,0,725,3994
720,0762_01,0,1,1,30,0,0,6,114,1,1023,0
721,0764_01,0,0,2,22,0,0,6,115,1,2040,0
722,0765_01,2,0,1,35,0,1,5,142,1,289,1315
723,0765_02,2,0,2,23,0,0,5,142,1,289,876
724,0767_01,0,0,2,49,0,0,6,116,1,1301,887
725,0768_01,1,0,0,36,0,0,1,32,0,1435,29608
726,0768_02,1,1,2,31,0,1,1,32,0,1435,0
727,0769_01,1,1,0,54,0,1,1,28,1,1675,0
728,0770_01,0,1,2,0,0,0,6,117,1,1277,0
729,0770_02,0,0,2,27,0,0,6,117,1,1277,885
730,0770_03,0,0,2,54,0,0,6,117,1,1277,0
731,0770_04,0,1,1,10,0,0,6,117,1,1277,0
732,0770_05,0,0,0,0,0,1,6,117,1,1277,0
733,0770_06,0,1,1,7,0,1,6,117,1,2217,0
734,0771_01,0,1,2,25,0,0,6,112,0,1930,0
735,0772_01,1,0,0,37,0,0,4,56,1,951,6176
736,0772_02,1,1,0,15,0,1,4,56,1,1559,0
737,0772_03,0,1,2,26,0,1,4,56,1,951,0
738,0772_04,1,0,0,7,0,1,4,56,1,951,0
739,0773_01,0,0,2,30,0,0,5,143,1,168,737
740,0776_01,0,0,2,19,0,1,5,161,0,1750,1419
741,0777_01,1,0,2,30,0,0,0,5,0,1556,4022
742,0779_01,0,0,2,21,0,0,5,162,0,1733,575
743,0781_01,0,0,1,21,0,0,6,118,1,2091,517
744,0782_01,2,1,2,59,0,1,5,163,0,2127,0
745,0784_01,1,1,0,28,0,1,2,33,1,9,0
746,0785_01,0,0,2,32,0,0,5,165,0,1027,716
747,0786_01,0,1,2,19,0,1,6,113,0,933,0
748,0787_01,0,1,2,7,0,0,6,114,0,1651,0
749,0788_01,0,0,0,16,0,0,5,166,0,2217,797
750,0789_01,1,0,2,31,1,0,0,8,1,1051,2689
751,0789_02,1,0,2,30,0,0,0,8,1,781,4598
752,0789_03,1,1,2,26,0,1,0,8,1,781,0
753,0790_01,0,1,1,20,0,1,6,119,1,1593,0
754,0791_01,0,1,1,24,0,0,6,115,0,1267,0
755,0793_01,0,0,1,39,0,0,6,117,0,1597,773
756,0794_01,2,0,0,19,0,1,5,144,1,628,0
757,0794_02,2,1,0,27,0,1,5,144,1,628,0
758,0795_01,0,0,2,34,0,0,5,145,1,1145,874
759,0796_01,1,1,0,28,0,1,3,28,1,2068,0
760,0797_01,0,0,2,29,0,0,5,146,1,1410,645
761,0798_01,2,1,1,38,0,1,5,147,1,832,0
762,0799_01,1,0,0,27,0,0,0,6,0,1608,5061
763,0802_01,2,1,2,1,0,1,5,148,1,1546,0
764,0805_01,1,0,0,36,1,1,2,29,0,401,15302
765,0806_01,0,0,2,31,0,0,5,149,1,1406,1386
766,0806_02,0,0,2,1,0,1,6,120,1,1406,0
767,0808_01,0,0,2,31,0,0,4,57,1,1660,980
768,0809_01,2,0,2,10,0,1,5,151,1,1286,0
769,0809_02,2,0,2,27,0,0,5,151,1,1286,1270
770,0809_03,2,0,2,42,0,0,5,151,1,1286,1191
771,0809_04,2,0,2,0,0,1,5,151,1,1286,0
772,0811_01,2,0,1,41,0,0,5,152,1,1148,2042
773,0811_02,2,1,2,0,0,1,5,152,1,1419,0
774,0811_03,2,0,2,0,0,1,5,152,1,1419,0
775,0813_01,2,1,2,59,0,1,5,169,0,1111,0
776,0815_01,0,0,2,13,0,0,4,59,1,1315,33
777,0816_01,1,0,0,24,0,0,4,60,1,73,5336
778,0817_01,0,1,2,20,0,0,6,119,0,141,0
779,0818_01,1,0,2,71,1,1,1,29,1,491,0
780,0819_01,0,1,1,23,0,1,6,121,1,807,0
781,0820_01,0,0,0,15,0,1,5,154,1,1964,776
782,0820_02,0,0,2,18,0,0,6,122,1,1964,751
783,0822_01,0,0,2,19,0,1,5,156,1,1997,732
784,0823_01,0,1,0,4,0,1,6,123,1,343,0
785,0823_02,0,0,0,42,0,1,8,82,2,343,739
786,0824_01,2,0,2,51,0,0,5,158,1,397,1213
787,0825_01,0,1,2,13,0,1,6,120,0,2128,0
788,0826_01,0,0,2,27,0,1,8,82,2,1001,827
789,0828_01,0,0,2,42,0,0,5,159,1,1780,867
790,0828_02,0,0,2,41,0,1,5,159,1,1780,359
791,0829_01,0,0,1,21,0,1,5,170,0,352,2712
792,0830_01,0,0,2,31,0,1,5,171,0,976,814
793,0833_01,1,1,0,36,0,1,8,82,2,1560,0
794,0834_01,0,0,2,31,0,0,5,173,0,1466,865
795,0835_01,0,0,0,14,0,0,6,124,1,767,676
796,0836_01,2,0,1,32,1,0,5,160,1,306,1266
797,0839_01,1,0,2,32,0,0,1,30,1,1566,5331
798,0840_01,0,0,2,27,0,0,6,123,0,240,1776
799,0845_01,1,0,0,57,0,0,1,31,1,788,7173
800,0846_01,0,1,2,13,0,0,6,125,1,1852,0
801,0848_01,2,1,2,30,0,1,5,175,0,1653,0
802,0848_02,2,1,2,14,0,1,5,175,0,1653,0
803,0849_01,1,0,2,27,0,1,1,32,1,1432,0
804,0849_02,1,1,0,32,0,1,1,32,1,1432,0
805,0850_01,2,1,2,54,0,1,4,62,1,1393,0
806,0851_01,0,0,0,23,0,0,5,176,0,1782,627
807,0853_01,0,1,0,38,0,1,0,9,1,5,0
808,0859_01,0,1,2,32,0,1,6,127,1,1167,0
809,0860_01,0,0,2,24,0,0,4,48,0,2217,788
810,0863_01,0,1,2,36,0,0,6,129,1,2121,0
811,0863_02,0,0,2,11,0,0,6,129,1,2121,0
812,0863_03,0,1,2,6,0,0,6,129,1,2121,0
813,0865_01,1,1,0,36,0,1,1,35,1,2217,0
814,0865_02,1,1,0,22,0,1,1,35,1,1777,0
815,0867_01,0,0,2,27,0,0,5,163,1,1936,872
816,0868_01,0,1,2,37,0,1,6,130,1,1505,0
817,0869_01,0,0,2,55,0,0,5,164,1,1995,724
818,0870_01,0,0,1,27,0,0,6,126,0,1246,677
819,0871_01,1,0,2,20,0,1,0,10,1,838,5033
820,0873_01,0,0,2,16,0,0,5,180,0,764,2653
821,0874_01,0,0,2,19,0,0,5,165,1,249,702
822,0875_01,0,0,2,38,0,0,6,131,1,2217,0
823,0876_01,0,0,2,35,0,0,5,166,1,1187,747
824,0877_01,1,1,0,33,0,1,2,30,0,495,0
825,0878_01,2,0,1,37,1,0,3,31,1,108,831
826,0879_01,0,0,2,46,0,0,8,82,2,1174,788
827,0881_01,1,0,2,41,0,0,3,32,1,1674,3163
828,0883_01,0,0,2,13,0,0,6,127,0,1228,908
829,0885_01,0,1,2,31,0,0,6,133,1,1552,0
830,0885_02,0,1,0,52,0,1,6,133,1,1552,0
831,0889_01,1,0,2,48,0,0,2,32,0,1568,0
832,0889_02,1,0,0,27,0,1,2,32,0,1568,12867
833,0890_01,2,0,2,16,0,0,5,184,0,2217,519
834,0893_01,0,1,0,32,0,1,6,129,0,129,0
835,0898_01,0,1,2,25,0,0,6,134,1,25,0
836,0899_01,0,0,2,26,0,1,5,187,0,2130,717
837,0899_02,0,1,2,44,0,0,6,130,0,2130,0
838,0901_01,2,0,2,32,0,1,5,167,1,1580,2599
839,0902_01,0,0,2,18,0,1,5,188,0,1081,737
840,0903_01,0,1,0,23,0,0,6,135,1,1756,0
841,0904_01,1,0,2,44,0,0,2,33,0,18,3983
842,0905_01,2,0,1,29,0,0,3,38,0,1136,879
843,0906_01,0,0,0,19,0,1,5,168,1,977,857
844,0907_01,1,0,0,41,0,0,1,34,0,357,14811
845,0907_02,1,0,2,28,0,0,1,34,0,357,2515
846,0910_01,0,1,2,19,0,1,6,137,1,295,0
847,0911_01,2,0,2,32,1,0,5,189,0,191,2632
848,0911_02,0,0,2,74,0,1,5,189,0,191,1427
849,0912_01,1,0,2,31,0,1,1,37,1,1051,8280
850,0913_01,1,0,0,38,0,0,4,51,0,1487,6113
851,0915_01,0,0,2,20,0,0,6,138,1,1187,704
852,0918_01,0,0,2,24,0,0,4,66,1,790,1602
853,0919_01,0,0,1,26,0,0,5,190,0,1134,1370
854,0921_01,0,1,1,44,0,0,6,139,1,2111,0
855,0922_01,1,1,0,33,0,1,1,35,0,1422,0
856,0922_02,1,0,0,31,0,0,1,35,0,1422,2490
857,0923_01,1,0,0,27,0,1,2,38,1,1953,10235
858,0923_02,1,1,2,22,0,1,1,38,1,1953,0
859,0924_01,0,0,2,33,0,0,4,67,1,367,997
860,0925_01,2,0,2,34,0,0,5,191,0,1157,2005
861,0925_02,2,1,2,11,0,1,5,191,0,1157,0
862,0925_03,2,1,2,41,0,1,5,191,0,1157,0
863,0926_01,1,0,0,30,0,1,1,39,1,75,8524
864,0926_02,1,0,2,30,0,0,1,39,1,75,3836
865,0927_01,0,0,2,25,0,0,6,140,1,80,764
866,0928_01,0,1,1,31,0,1,6,133,0,1761,0
867,0930_01,0,0,2,38,0,0,5,192,0,1998,1041
868,0930_02,0,1,2,15,0,1,6,134,0,1998,0
869,0931_01,0,0,2,19,0,1,5,193,0,736,732
870,0932_01,2,1,2,29,0,1,8,82,2,1536,0
871,0933_01,1,0,2,30,0,1,2,35,0,2217,14180
872,0933_02,1,0,2,29,0,0,2,35,0,698,4064
873,0935_01,0,0,2,36,0,0,5,194,0,1732,901
874,0938_01,0,0,2,24,0,0,5,172,1,1879,804
875,0938_02,0,0,2,30,0,1,4,68,1,1879,871
876,0938_03,0,0,2,0,0,1,6,143,1,1879,0
877,0939_01,0,1,2,15,0,1,6,135,0,1531,0
878,0940_01,0,0,2,38,0,1,6,136,0,310,809
879,0941_01,0,0,2,13,0,0,5,195,0,1930,1182
880,0942_01,2,0,2,18,0,0,5,196,0,2115,1149
881,0944_01,0,0,2,16,0,0,6,137,0,2146,1722
882,0944_02,0,0,0,8,0,0,6,137,0,2146,0
883,0946_01,0,0,2,19,0,1,5,198,0,646,607
884,0947_01,0,0,0,26,0,0,6,138,0,762,675
885,0949_01,0,1,0,15,0,1,6,140,0,1095,0
886,0951_01,0,1,1,38,0,1,6,144,1,1217,0
887,0952_01,2,0,2,45,0,0,5,175,1,447,2260
888,0953_01,0,0,1,48,0,0,5,199,0,1590,668
889,0955_01,0,1,0,17,0,0,6,145,1,1872,0
890,0956_01,0,0,2,28,0,1,4,70,1,133,636
891,0957_01,2,1,2,41,0,1,5,201,0,917,0
892,0960_01,0,0,2,19,0,0,4,72,1,2216,791
893,0961_01,0,0,0,14,0,1,6,141,0,1200,893
894,0964_01,1,1,2,21,0,1,1,36,0,1555,0
895,0964_02,1,1,2,48,0,1,1,36,0,1555,0
896,0965_01,2,0,2,19,0,0,5,178,1,565,1769
897,0966_01,0,0,2,29,0,0,5,179,1,799,1544
898,0968_01,0,0,2,20,0,0,4,53,0,703,792
899,0969_01,2,1,2,44,0,1,5,202,0,648,0
900,0970_01,0,1,2,19,0,1,6,142,0,179,0
901,0971_01,0,1,2,64,0,0,6,143,0,2217,0
902,0972_01,0,0,2,21,0,0,4,54,0,1029,1669
903,0975_01,0,0,0,32,0,1,4,56,0,1006,826
904,0976_01,0,1,2,20,0,0,6,146,1,1997,0
905,0978_01,0,0,2,24,0,0,5,203,0,499,40
906,0979_01,1,0,2,44,0,1,1,40,1,802,0
907,0982_01,0,1,1,57,0,1,6,145,0,969,0
908,0982_02,0,0,2,51,0,0,6,145,0,969,4
909,0983_01,0,1,0,34,0,1,6,149,1,2174,0
910,0984_01,0,0,2,45,0,0,6,150,1,2202,887
911,0984_02,0,0,2,24,0,0,5,182,1,2217,718
912,0984_03,0,0,2,23,0,0,6,150,1,1994,809
913,0984_04,0,1,2,30,0,1,6,150,1,1994,0
914,0984_05,0,0,0,20,0,0,5,182,1,1994,1235
915,0984_06,0,1,2,22,0,1,6,150,1,1994,0
916,0984_07,0,1,1,27,0,0,6,150,1,722,0
917,0984_08,0,1,2,71,0,1,6,150,1,722,0
918,0985_01,0,0,0,18,0,1,4,57,0,1701,722
919,0987_01,0,0,2,16,0,0,5,204,0,1413,666
920,0988_01,0,0,2,28,0,0,6,151,1,133,909
921,0988_02,0,0,2,36,0,1,4,73,1,133,989
922,0989_01,0,0,2,6,0,0,6,146,0,1359,0
923,0990_01,0,0,1,26,0,0,5,183,1,436,687
924,0991_01,0,1,2,27,0,0,6,152,1,1,0
925,0992_01,1,0,2,49,0,1,3,35,1,1131,3077
926,0992_02,1,0,2,29,0,0,3,35,1,1131,12597
927,0992_03,1,0,0,46,0,1,3,35,1,961,2966
928,0992_04,1,0,0,35,1,0,8,82,2,961,9766
